"","gswsvm3","gswsvm","svm","svmdc","clusterSVM","smotesvm","blsmotesvm","dbsmotesvm","smotedc","bayes"
"10",0.059534283712807,0.325871900339912,0.177654531714423,NA,NA,NA,NA,NA,0.0676105666854293,0.0203717826820544
"12.5",0.0249427550611708,0.157204617881328,0.190999943091273,NA,NA,NA,NA,NA,0.0901111755217373,0.0146451345178027
"15",0.0716897010778791,0.308491628464579,0.190067727751904,NA,NA,NA,NA,NA,0.0420882069250666,0.054709714544142
"17.5",0.0518047616095515,0.15633874651668,0.182707360204358,NA,NA,NA,NA,NA,0.144583535366578,0.0625252686134842
"20",0.109947139790754,0.331372366831443,0.128414562350355,NA,NA,NA,NA,NA,0.0768578449414008,0.0785160271678318
"22.5",0.122432405730463,0.423954653950585,0.132693841237611,NA,NA,NA,NA,NA,0.0954450516433374,0.0661766875880798
"25",0.313080681245234,0.391540366264234,0.14142135623731,NA,NA,NA,NA,NA,0.153702225196333,0.0535649292642921
"27.5",0.156908738978031,0.324488092739056,0,NA,NA,NA,NA,NA,0.117581639727278,0.076682649121678
"30",0.352022022496469,0.344956013527278,0,NA,NA,NA,NA,NA,0.162042795903881,0.0673631295104739
"32.5",0.176340336733064,0.329382625711235,0,NA,NA,NA,NA,NA,0.184598109192378,0.0478153604182613
"35",0.128906510755011,0.140956171022654,0,NA,NA,NA,NA,NA,0.0510686222584642,0.0680051799162898
"37.5",0.155622639613434,0.178629115090628,0,NA,NA,NA,NA,NA,0.159458627291505,0.0389538380709696
"40",0.265251399550311,0.26189176977073,0,NA,NA,NA,NA,NA,0.197880516856556,0.116997618393083
